Date,Label,TopIdx,headline,llm_label,llm_score,llm_rationale
2016-06-21,1,19,China issues orders to demolish Buddhist 'towns' (religious communities) with intensive 'instruction' for leaders and members of religious orders. Only a tiny fraction of the existing communities will be allowed to remain at each site.,Neutral,0.0,(no rationale returned)
2016-06-21,1,20,Gazans squeezed by triple taxes as Hamas replaces lost income,Neutral,0.0,(no rationale returned)
2016-06-21,1,21,US and Russian fighters in dramatic showdown over Syria: American pilots scramble to confront Putin's jets as they bomb Pentagon-backed Syrian rebels,Neutral,0.0,(no rationale returned)
2016-06-21,1,22,"Rising Tide of 'Politically Acceptable' Killings Spells Danger for Environmentalists Worldwide: More than three people were slain each week in 2015 for 'protecting the land, forests, and rivers,' a new report reveals",Neutral,0.0,(no rationale returned)
2016-06-21,1,23,Mexico teachers protest: Six people are dead and more than 100 are injured following a weekend of violence between members of a teachers union and police in southern Mexico.,Neutral,0.0,(no rationale returned)
2016-06-21,1,24,Canada is set to launch a paid whistleblower program.,Neutral,0.0,(no rationale returned)
2016-06-21,1,25,"Russian football fan leader Alexander Shprygin has been detained in France, two days after being expelled from the country, French officials say.",Neutral,0.0,(no rationale returned)
2016-06-22,0,1,German government agrees to ban fracking indefinitely,Neutral,0.0,(no rationale returned)
2016-06-22,0,2,"Teenage recruits were raped by staff and forced to rape each other as part of initiation practices in the Australian military going back to 1960, a public inquiry heard on Tuesday",Neutral,0.0,(no rationale returned)
2016-06-22,0,3,"Pakistan is selling nuclear materials to N Korea and China knows it, US sources say",Neutral,0.0,(no rationale returned)
2016-06-22,0,4,Amazon jaguar shot dead at Olympic torch ceremony,Neutral,0.0,(no rationale returned)
2016-06-22,0,5,Mexican flags raised around Donald Trump's golf course - Ahead of Trump's visit to Scotland this week,Neutral,0.0,(no rationale returned)
2016-06-22,0,6,EU smashes 2020 emissions target six years early | Greenhouse gas emissions in 2014 were 4.1% lower than the previous year and 24.4% below the 1990 baseline. The 2020 target is a 20% cut.,Neutral,0.0,(no rationale returned)
2016-06-22,0,7,Police kill eight striking Mexican teachers as Activists Denounce Police Killings &amp; Crackdowns on Teachers in Oaxaca,Neutral,0.0,(no rationale returned)
2016-06-22,0,8,Pro-choice activists have delivered abortion pills to women in Northern Ireland using a drone.,Neutral,0.0,(no rationale returned)
2016-06-22,0,9,"A French football fan shoved an 18cm-long flare up his rectum in order to smuggle it into a Euro 2016 game. He then pulled the device out and set it off in the crowd, burning himself and two others in the process, before being charged over the incident by French police.",Neutral,0.0,(no rationale returned)
2016-06-22,0,10,"Indian space agency ISRO launches 20 satellites in a single launch, setting a new record for the agency",Neutral,0.0,(no rationale returned)
2016-06-22,0,11,Japanese power company TEPCO admits it lied about meltdown after Fukushima,Neutral,0.0,(no rationale returned)
2016-06-22,0,12,Murdoch's News Corp buys 72 regional newspapers for $37 million,Neutral,0.0,(no rationale returned)
2016-06-22,0,13,"""Europe's growing army of robot workers could be classed as 'electronic persons' and their owners liable to paying social security for them if the European Union adopts a draft plan to address the realities of a new industrial revolution.""",Neutral,0.0,(no rationale returned)
2016-06-22,0,14,Intel Fights Record $1.2 Billion Antitrust Fine at Top EU Court for bribing computer makers to not use AMD,Neutral,0.0,(no rationale returned)
2016-06-22,0,15,Russian security service conducts raids on Church of Scientology Federal Security Service raid over a dozen locations in Moscow and St Petersburg as part of investigation into alleged illegal business dealings,Neutral,0.0,(no rationale returned)
2016-06-22,0,16,"Turkish students and graduates from 370 schools issue statements against AKP government's Islamization of education, student protests continue",Neutral,0.0,(no rationale returned)
2016-06-22,0,17,"Japan Election Campaign Kicks off, Voting Age Lowered to 18",Neutral,0.0,(no rationale returned)
2016-06-22,0,18,"Moscow has signed an agreement with Los Angeles-based company Hyperloop One to explore building a futuristic, high-speed transportation system known as a Hyperloop in the Russian capital.",Neutral,0.0,(no rationale returned)
2016-06-22,0,19,TEPCO admits meltdown cover-up - The president of Tokyo Electric Power Company has admitted the company concealed the reactor meltdowns at its Fukushima Daiichi nuclear plant immediately after the March 2011 earthquake and tsunami,Neutral,0.0,(no rationale returned)
2016-06-22,0,20,Indian State Grants Jews Minority Status - India Real Time,Neutral,0.0,(no rationale returned)
2016-06-22,0,21,Canadian Rescue Plane successfully reaches South Pole Research Outpost.,Neutral,0.0,(no rationale returned)
2016-06-22,0,22,The Swedish parliament on Tuesday voted in favour of tough new asylum and residency laws.,Neutral,0.0,(no rationale returned)
2016-06-22,0,23,French police teargas migrants trying to board trucks to the UK,Neutral,0.0,(no rationale returned)
2016-06-22,0,24,"Qawwali musician Amjad Sabri was shot dead in Pakistan. In 2014, the Islamabad Hight Court had issued a notice in a blasphemy case to two private TV channels. The show had mixed a mock wedding with a qawwali sung by Sabri related to religious figures, and was considered offensive.",Neutral,0.0,(no rationale returned)
2016-06-22,0,25,N. Korea launches what appears to be Musudan mid-range missile from east coast,Neutral,0.0,(no rationale returned)
2016-06-23,1,1,"Today The United Kingdom decides whether to remain in the European Union, or leave",Neutral,0.0,(no rationale returned)
2016-06-23,1,2,"E-cigarettes should not be banned in public, medical experts warn: 'A ban on using e-cigarettes in public places could be damaging, as it may put off smokers from using e-cigarettes to help them quit,' says Rosanna O'Connor from Public Health England",Neutral,0.0,(no rationale returned)
2016-06-23,1,3,Report: China is still harvesting organs from prisoners,Neutral,0.0,(no rationale returned)
2016-06-23,1,4,"Man opens fire at cinema complex in Germany, several people wounded report",Neutral,0.0,(no rationale returned)
2016-06-23,1,5,"Erdoan: Europe, you dont want us because were Muslim",Neutral,0.0,(no rationale returned)
2016-06-23,1,6,"Asian millionaires now control more wealth than those in North America, Europe and other regions",Neutral,0.0,(no rationale returned)
2016-06-23,1,7,"A Japanese porn industry association has apologised and promised reform, amid allegations women are being forced to perform sex acts on film.",Neutral,0.0,(no rationale returned)
2016-06-23,1,8,"University students are being warned when classes contains graphic or sensitive content, including sexual abuse, rape and transgenderism, to protect their mental health. Australian academics are issuing so-called ""trigger warnings"" for confronting material in classrooms.",Neutral,0.0,(no rationale returned)
2016-06-23,1,9,Afghan interpreters 'betrayed' by UK and US,Neutral,0.0,(no rationale returned)
2016-06-23,1,10,"Contagious cancer cells are spreading between different animals and even different species in the sea, according to new research which raises the prospect of the disease becoming infectious in humans.",Neutral,0.0,(no rationale returned)
2016-06-23,1,11,51 Killed in China by Powerful Tornado,Neutral,0.0,(no rationale returned)
2016-06-23,1,12,Teacher Killings Ignite Calls for Revolution in Mexico: Police crackdown on rural educator protest spurs wide rebuke of government privatization and repression,Neutral,0.0,(no rationale returned)
2016-06-23,1,13,Solar plane lands in Spain after three-day Atlantic crossing,Neutral,0.0,(no rationale returned)
2016-06-23,1,14,Brexit supporters urged to take own pens to polling station amid fears of MI5 conspiracy,Neutral,0.0,(no rationale returned)
2016-06-23,1,15,"Cities forge world's largest alliance to curb climate change | More than 7,100 cities in 119 countries formed the Global Covenant of Mayors for Climate and Energy, a network for helping exchange information on such goals as developing clean energy, organizers said.",Neutral,0.0,(no rationale returned)
2016-06-23,1,16,"Colombia, FARC announce full ceasefire, 'last day of the war'",Neutral,0.0,(no rationale returned)
2016-06-23,1,17,"Gunmen kill Sufi devotional singer Amjad Sabri in Pakistan, Pakistani Taliban claim responsibility",Neutral,0.0,(no rationale returned)
2016-06-23,1,18,India launches 20 satellites in single mission,Neutral,0.0,(no rationale returned)
2016-06-23,1,19,F-16s to be manufactured soon in an assembly line in India,Neutral,0.0,(no rationale returned)
2016-06-23,1,20,"Australia's gun laws stopped mass shootings and reduced homicides, study finds.",Neutral,0.0,(no rationale returned)
2016-06-23,1,21,French cement company in Syria buys oil from ISIS Documents,Neutral,0.0,(no rationale returned)
2016-06-23,1,22,Pope to visit Armenia after irking Turkey with 'genocide' label,Neutral,0.0,(no rationale returned)
2016-06-23,1,23,Merkel says NATO must be strengthened,Neutral,0.0,(no rationale returned)
2016-06-23,1,24,"China cracks down on online comments, click-bait stories, foreign TV content as Xi reshapes media landscape",Neutral,0.0,(no rationale returned)
2016-06-23,1,25,"The prime minister of India is set to get a brand new Air India One aircraft, will be more advanced than Air Force One.",Neutral,0.0,(no rationale returned)
2016-06-24,0,1,David Cameron to Resign as PM After EU Referendum,Neutral,0.0,(no rationale returned)
2016-06-24,0,2,BBC forecasts UK votes to Leave the European Union,Neutral,0.0,(no rationale returned)
2016-06-24,0,3,"Nicola Sturgeon says a second independence referendum for Scotland is ""now highly likely""",Neutral,0.0,(no rationale returned)
2016-06-24,0,4,It's official. Britain votes to leave the European Union.,Neutral,0.0,(no rationale returned)
2016-06-24,0,5,World's Largest Tibetan Buddhist Institute Ordered to be Demolished by Chinese Government,Neutral,0.0,(no rationale returned)
2016-06-24,0,6,Not a single place in Scotland voted to leave the EU...,Neutral,0.0,(no rationale returned)
2016-06-24,0,7,"Rich Getting Richer at the Expense of the Poor, Oxfam Warns",Neutral,0.0,(no rationale returned)
2016-06-24,0,8,Spanish minister calls for Gibraltar to be returned to Spain on back of Brexit vote,Neutral,0.0,(no rationale returned)
2016-06-24,0,9,British Pound drops nearly 5% in minutes following strong results for leave campaign in Newcastle,Neutral,0.0,(no rationale returned)
2016-06-24,0,10,J.K. Rowling leads the charge for Scottish independence after UK votes for Brexit,Neutral,0.0,(no rationale returned)
2016-06-24,0,11,"Buenos Aires zoo to close after 140 years: 'Captivity is degrading' - Mayor Horacio Rodrguez Larreta said that the zoos 2,500 animals will be gradually moved to nature reserves in Argentina which can provide a more suitable environment.",Neutral,0.0,(no rationale returned)
2016-06-24,0,12,Northern Ireland's Deputy First Minister calls for poll on united Ireland after Brexit,Neutral,0.0,(no rationale returned)
2016-06-24,0,13,Polls close | Brexit polling day as it happened,Neutral,0.0,(no rationale returned)
2016-06-24,0,14,Brexit: Petition for second EU referendum so popular the government site's crashing | UK | News,Neutral,0.0,(no rationale returned)
2016-06-24,0,15,"North Korea printing massive amounts of fake Chinese currency, defectors say",Neutral,0.0,(no rationale returned)
2016-06-24,0,16,Sinn Fein calls for a referendum on Irish reunification after Brexit,Neutral,0.0,(no rationale returned)
2016-06-24,0,17,$70 billion wiped off the Australian sharemarket as a result of Brexit.,Neutral,0.0,(no rationale returned)
2016-06-24,0,18,Nigel Farage disowns Vote Leave '350m for the NHS' pledge hours after result,Neutral,0.0,(no rationale returned)
2016-06-24,0,19,Top EU leader: we want Britain out as soon as possible,Neutral,0.0,(no rationale returned)
2016-06-24,0,20,"Nigel Farage: 350 million pledge to fund the NHS was a 'big mistake'.Captions such as ""Let's give our NHS the 350 million the EU takes every week"" and ""We send the EU 350 million a week, let's fund our NHS instead"" were stamped on Vote Leave campaign material.",Neutral,0.0,(no rationale returned)
2016-06-24,0,21,Thousands of London banking job cuts to start next week,Neutral,0.0,(no rationale returned)
2016-06-24,0,22,Google says there was a large spike in searches for Irish passport applications as news broke,Neutral,0.0,(no rationale returned)
2016-06-24,0,23,EU referendum; Gibraltar backs Remain with 94% in first result of the night,Neutral,0.0,(no rationale returned)
2016-06-24,0,24,"After Brexit, U.K. Residents Google 'What Is The EU?'",Neutral,0.0,(no rationale returned)
2016-06-24,0,25,A Turkish man has been found guilty of insulting President Recep Tayyip Erdogan for depicting him as the Gollum character from the Lord of the Rings. A court in the south-western Antalya province gave Rifat Cetin a suspended one-year jail sentence and stripped him of parental custody rights.,Neutral,0.0,(no rationale returned)
2016-06-27,0,1,Barclays and RBS shares suspended from trading after tanking more than 8%,Neutral,0.0,(no rationale returned)
2016-06-27,0,2,Pope says Church should ask forgiveness from gays for past treatment,Neutral,0.0,(no rationale returned)
2016-06-27,0,3,Poland 'shocked' by xenophobic abuse of Poles in UK,Neutral,0.0,(no rationale returned)
2016-06-27,0,4,"There will be no second referendum, cabinet agrees",Neutral,0.0,(no rationale returned)
2016-06-27,0,5,"Scotland welcome to join EU, Merkel ally says",Neutral,0.0,(no rationale returned)
2016-06-27,0,6,Sterling dips below Friday's 31-year low amid Brexit uncertainty,Neutral,0.0,(no rationale returned)
2016-06-27,0,7,No negative news about South African President allowed on state broadcaster.,Neutral,0.0,(no rationale returned)
2016-06-27,0,8,Surge in Hate Crimes in the U.K. Following U.K.s Brexit Vote,Neutral,0.0,(no rationale returned)
2016-06-27,0,9,"Weapons shipped into Jordan by the CIA and Saudi Arabia intended for Syrian rebels have been systematically stolen by Jordanian intelligence operatives and sold to arms merchants on the black market, according to American and Jordanian officials",Neutral,0.0,(no rationale returned)
2016-06-27,0,10,Angela Merkel said the U.K. must file exit papers with the European Union before talks can begin,Neutral,0.0,(no rationale returned)
2016-06-27,0,11,"In a birth offering hope to a threatened species, an aquarium in Osaka, Japan, has succeeded in artificially breeding a southern rockhopper penguin for the first time in the world.",Neutral,0.0,(no rationale returned)
2016-06-27,0,12,Sky News Journalist Left Speechless As Leave MP Tells Him 'There Is No Plan',Neutral,0.0,(no rationale returned)
2016-06-27,0,13,Giant panda in Macau gives birth to twins,Neutral,0.0,(no rationale returned)
2016-06-27,0,14,Get out now: EU leader tells Britain it must invoke Article 50 on Tuesday,Neutral,0.0,(no rationale returned)
2016-06-27,0,15,Sea turtle 'beaten and left for dead' on beach by people taking selfies: Loggerhead sea turtle receiving treatment after it was beaten with sticks and stepped on in Lebanon,Neutral,0.0,(no rationale returned)
2016-06-27,0,16,German lawyers to probe Erdogan over alleged war crimes,Neutral,0.0,(no rationale returned)
2016-06-27,0,17,"Boris Johnson says the UK will continue to ""intensify"" cooperation with the EU and tells his fellow Leave supporters they must accept the 52-48 referendum win was ""not entirely overwhelming"".",Neutral,0.0,(no rationale returned)
2016-06-27,0,18,Richard Branson is calling on the UK government to hold a second EU referendum to prevent 'irreversible damage' to the country.,Neutral,0.0,(no rationale returned)
2016-06-27,0,19,Turkey 'sorry for downing Russian jet',Neutral,0.0,(no rationale returned)
2016-06-27,0,20,Edward Snowden lawyer vows new push for pardon from Obama,Neutral,0.0,(no rationale returned)
2016-06-27,0,21,"Brexit opinion poll reveals majority don't want second EU referendum: ""half (48%) of British adults say that they are happy with the result, with two in five (43%) saying they are unhappy with the outcome.""",Neutral,0.0,(no rationale returned)
2016-06-27,0,22,"Conservative MP Leave Campaigner: ""The leave campaign don't have a post-Brexit plan...""",Neutral,0.0,(no rationale returned)
2016-06-27,0,23,"Economists predict UK recession, further weakening of Pound following Brexit.",Neutral,0.0,(no rationale returned)
2016-06-27,0,24,"New EU 'superstate plan by France, Germany: Creating a European superstate limiting the powers of individual members following Britains referendum decision to leave the EU",Neutral,0.0,(no rationale returned)
2016-06-27,0,25,Pakistani clerics declare transgender marriages legal under Islamic law,Neutral,0.0,(no rationale returned)
2016-06-28,1,1,"2,500 Scientists To Australia: If You Want To Save The Great Barrier Reef, Stop Supporting Coal",Neutral,0.0,(no rationale returned)
2016-06-28,1,2,"The personal details of 112,000 French police officers have been uploaded to Google Drive in a security breach just a fortnight after two officers were murdered at their home by a jihadist.",Neutral,0.0,(no rationale returned)
2016-06-28,1,3,S&amp;P cuts United Kingdom sovereign credit rating to 'AA' from 'AAA',Neutral,0.0,(no rationale returned)
2016-06-28,1,4,Huge helium deposit found in Africa,Neutral,0.0,(no rationale returned)
2016-06-28,1,5,CEO of the South African state broadcaster quits shortly after negative news about president is banned.,Neutral,0.0,(no rationale returned)
2016-06-28,1,6,"Brexit cost investors $2 trillion, the worst one day drop ever",Neutral,0.0,(no rationale returned)
2016-06-28,1,7,Hong Kong democracy activists call for return to British rule as first step to independence,Neutral,0.0,(no rationale returned)
2016-06-28,1,8,Brexit: Iceland president says UK can join 'triangle' of non-EU countries,Neutral,0.0,(no rationale returned)
2016-06-28,1,9,"UK's Osborne: 'Absolutely' going to have to cut spending, raise taxes",Neutral,0.0,(no rationale returned)
2016-06-28,1,10,'Do not let Scotland down now' : Scottish MEP Alyn Smith has urged members of the European Parliament to stand by his country following the UK referendum on EU membership.,Neutral,0.0,(no rationale returned)
2016-06-28,1,11,British pound could hit history-making dollar parity by end of 2016,Neutral,0.0,(no rationale returned)
2016-06-28,1,12,"Merkel vows to strengthen EU, tells UK no 'cherry-picking'",Neutral,0.0,(no rationale returned)
2016-06-28,1,13,"""Ryanair will not deploy new aircraft on routes to and from the UK [United Kingdom] next year [2017], following the Brexit vote, and will instead focus on the European Union [EU].""",Neutral,0.0,(no rationale returned)
2016-06-28,1,14,"People, ever more greedy and stupid, destroy the world - Stephen Hawking to Larry King",Neutral,0.0,(no rationale returned)
2016-06-28,1,15,Siemens freezes new UK wind power investment following Brexit vote,Neutral,0.0,(no rationale returned)
2016-06-28,1,16,"US, Canada and Mexico pledge 50% of power from clean energy by 2025",Neutral,0.0,(no rationale returned)
2016-06-28,1,17,"There is increasing evidence that Australia is torturing refugees, medical experts claim",Neutral,0.0,(no rationale returned)
2016-06-28,1,18,"Richard Branson, the founder of Virgin Group, said Tuesday that the company has lost about a third of its value since the U.K. voted to leave the European Union last week.",Neutral,0.0,(no rationale returned)
2016-06-28,1,19,"37,000-yr-old skull from Borneo reveals surprise for scientists - Study of the ""Deep Skull"" - oldest modern human discovered in SE Asia - reveals this ancient person was not related to Indigenous Australians, as originally thought. ""Our discovery is a game changer.""",Neutral,0.0,(no rationale returned)
2016-06-28,1,20,Palestinians stone Western Wall worshipers; police shut Temple Mount to non-Muslims,Neutral,0.0,(no rationale returned)
2016-06-28,1,21,Jean-Claude Juncker asks Farage: Why are you here?,Neutral,0.0,(no rationale returned)
2016-06-28,1,22,"""Romanians for Remainians"" offering a new home to the 48% of Britons who voted to stay in the EU | Bucharest newspaper's app connects loving Romanian families with needy Brits, allowing people to offer to help would-be immigrants apply for a Romanian ID",Neutral,0.0,(no rationale returned)
2016-06-28,1,23,Brexit: Gibraltar in talks with Scotland to stay in EU,Neutral,0.0,(no rationale returned)
2016-06-28,1,24,8 Suicide Bombers Strike Lebanon,Neutral,0.0,(no rationale returned)
2016-06-28,1,25,"Mexico's security forces routinely use 'sexual torture' against women: Rights group Amnesty International has compiled testimonies of sexual violence used as torture by Mexican security forces. Despite thousands of complaints, only 15 probes have led to criminal convictions since 1991.",Neutral,0.0,(no rationale returned)
2016-06-29,1,1,Explosion At Airport In Istanbul,Neutral,0.0,(no rationale returned)
2016-06-29,1,2,Yemeni former president: Terrorism is the offspring of Wahhabism of Al Saud regime,Neutral,0.0,(no rationale returned)
2016-06-29,1,3,UK must accept freedom of movement to access EU Market,Neutral,0.0,(no rationale returned)
2016-06-29,1,4,"Devastated: scientists too late to captive breed mammal lost to climate change - Australian conservationists spent 5 months obtaining permissions &amp; planning for a captive breeding program. But when they arrived on the rodents tiny island, they they were too late.",Neutral,0.0,(no rationale returned)
2016-06-29,1,5,British Labor Party leader Jeremy Corbyn loses a no-confidence vote but refuses to resign,Neutral,0.0,(no rationale returned)
2016-06-29,1,6,A Muslim Shop in the UK Was Just Firebombed While People Were Inside,Neutral,0.0,(no rationale returned)
2016-06-29,1,7,Mexican Authorities Sexually Torture Women in Prison,Neutral,0.0,(no rationale returned)
2016-06-29,1,8,UK shares and pound continue to recover,Neutral,0.0,(no rationale returned)
2016-06-29,1,9,Iceland historian Johannesson wins presidential election,Neutral,0.0,(no rationale returned)
2016-06-29,1,10,"99-Million-Yr-Old Bird Wings Found Encased in Amber - Finding things trapped in amber is far from rare. But when researchers in Burma found a pair of tiny bird-like wings frozen inside, they knew they had something special.",Neutral,0.0,(no rationale returned)
2016-06-29,1,11,"A chatbot programmed by a British teenager has successfully challenged 160,000 parking tickets since its launch last year.",Neutral,0.0,(no rationale returned)
2016-06-29,1,12,"The Philippine president-elect said Monday he would aggressively promote artificial birth control in the country even at the risk of getting in a fight with the dominant Catholic church, which staunchly opposes the use of contraceptives.",Neutral,0.0,(no rationale returned)
2016-06-29,1,13,Former Belgian Prime Minister ridicules Nigel Farage and accuses Ukip leader of lying in EU referendum campaign,Neutral,0.0,(no rationale returned)
2016-06-29,1,14,"Brexiteer Nigel Farage To EU: 'You're Not Laughing Now, Are You?'",Neutral,0.0,(no rationale returned)
2016-06-29,1,15,Islamic State bombings in southern Yemen kill 38 people,Neutral,0.0,(no rationale returned)
2016-06-29,1,16,"Escape Tunnel, Dug by Hand, Is Found at Holocaust Massacre Site",Neutral,0.0,(no rationale returned)
2016-06-29,1,17,"The land under Beijing is sinking by as much as four inches per year because of the overconsumption of groundwater, according to new research.",Neutral,0.0,(no rationale returned)
2016-06-29,1,18,"Car bomb and Anti-Islamic attack on Mosque in Perth, Australia",Neutral,0.0,(no rationale returned)
2016-06-29,1,19,Emaciated lions in Taiz Zoo are trapped in blood-soaked cages and left to starve for months due to the Yemeni civil war,Neutral,0.0,(no rationale returned)
2016-06-29,1,20,Rupert Murdoch describes Brexit as 'wonderful'. The media mogul likened leaving the EU to a prison break and shared his view of Donald Trump as a very able man.,Neutral,0.0,(no rationale returned)
2016-06-29,1,21,More than 40 killed in Yemen suicide attacks,Neutral,0.0,(no rationale returned)
2016-06-29,1,22,Google Found Disastrous Symantec and Norton Vulnerabilities That Are 'As Bad As It Gets,Neutral,0.0,(no rationale returned)
2016-06-29,1,23,"Extremist violence on the rise in Germany: Domestic intelligence agency says far-right, far-left and Islamist radical groups gaining membership in country",Neutral,0.0,(no rationale returned)
